Name,Total Attendances,date
Chelsea And Westminster Hospital NHS Foundation Trust,2335.0,2011-04-17
Croydon Health Services NHS Trust,2374.0,2011-04-17
Ealing Hospital NHS Trust,1908.0,2011-04-17
Ealing Mini Ucc,0.0,2011-04-17
East London NHS Foundation Trust,0.0,2011-04-17
Epsom And St Helier University Hospitals NHS Trust,2694.0,2011-04-17
Greenwich Teaching PCT,481.0,2011-04-17
Guy's And St Thomas' NHS Foundation Trust,3165.0,2011-04-17
Harold Wood Walk In Centre,933.0,2011-04-17
Havering PCT,732.0,2011-04-17
Homerton University Hospital NHS Foundation Trust,1996.0,2011-04-17
Hounslow And Richmond Community Healthcare NHS Trust,887.0,2011-04-17
Hurley Group Practice,839.0,2011-04-17
Imperial College Healthcare NHS Trust,5045.0,2011-04-17
King's College Hospital NHS Foundation Trust,2940.0,2011-04-17
Kingston Hospital NHS Trust,2080.0,2011-04-17
Lewisham Healthcare NHS Trust,2099.0,2011-04-17
Moorfields Eye Hospital NHS Foundation Trust,1529.0,2011-04-17
Newham University Hospital NHS Trust,2233.0,2011-04-17
North Middlesex University Hospital NHS Trust,2610.0,2011-04-17
North West London Hospitals NHS Trust,4007.0,2011-04-17
Orchard Village Walk-In-Centre,199.0,2011-04-17
Oxleas NHS Foundation Trust,760.0,2011-04-17
Pelc,1137.0,2011-04-17
Pelc Redbridge Ooh,531.0,2011-04-17
Royal Brompton And Harefield NHS Foundation Trust,0.0,2011-04-17
Royal Free Hampstead NHS Trust,1581.0,2011-04-17
Royal National Orthopaedic Hospital NHS Trust,0.0,2011-04-17
South London Healthcare NHS Trust,3300.0,2011-04-17
St George's Healthcare NHS Trust,3403.0,2011-04-17
The Hillingdon Hospital,565.0,2011-04-17
The Hillingdon Hospitals NHS Foundation Trust,2134.0,2011-04-17
The Practice Heart Of Hounslow,912.0,2011-04-17
The Practice Loxford,308.0,2011-04-17
The Practice Surgeries Ltd,814.0,2011-04-17
The Whittington Hospital NHS Trust,1718.0,2011-04-17
Tollgate Lodge Medical Centre,448.0,2011-04-17
Tower Hamlets PCT,1472.0,2011-04-17
University College London Hospitals NHS Foundation Trust,2124.0,2011-04-17
Victoria Station NHS Walk In Centre,713.0,2011-04-17
Waldron - Hurley Unregistered Practice,692.0,2011-04-17
Waltham Forest PCT,0.0,2011-04-17
West Middlesex University Hospital NHS Trust,2073.0,2011-04-17
Whipps Cross University Hospital NHS Trust,2195.0,2011-04-17
Ashford And St Peter's Hospitals NHS Foundation Trust,1881.0,2011-04-17
Ashford Health Centre,923.0,2011-04-17
Brighton And Sussex University Hospitals NHS Trust,2874.0,2011-04-17
Dartford And Gravesham NHS Trust,1775.0,2011-04-17
Dr Jm Ribchester & Partners,286.0,2011-04-17
East Kent Hospitals University NHS Foundation Trust,4081.0,2011-04-17
East Sussex Downs And Weald PCT,429.0,2011-04-17
East Sussex Healthcare NHS Trust,2706.0,2011-04-17
Frimley Park Hospital NHS Foundation Trust,1835.0,2011-04-17
Kent Community Health NHS Trust,2179.0,2011-04-17
Maidstone And Tunbridge Wells NHS Trust,2277.0,2011-04-17
Medway NHS Foundation Trust,1611.0,2011-04-17
Queen Victoria Hospital NHS Foundation Trust,288.0,2011-04-17
Royal Surrey County Hospital NHS Foundation Trust,1303.0,2011-04-17
Surrey And Sussex Healthcare NHS Trust,949.0,2011-04-17
Surrey PCT,2162.0,2011-04-17
Sussex Community NHS Trust,1413.0,2011-04-17
Western Sussex Hospitals NHS Trust,2382.0,2011-04-17
Basingstoke And North Hampshire NHS Foundation Trust,852.0,2011-04-17
Berkshire Healthcare NHS Foundation Trust,1082.0,2011-04-17
Buckinghamshire Healthcare NHS Trust,2138.0,2011-04-17
Hampshire PCT,485.0,2011-04-17
Heatherwood And Wexham Park Hospitals NHS Foundation Trust,2147.0,2011-04-17
Isle Of Wight NHS PCT,1176.0,2011-04-17
Milton Keynes Hospital NHS Foundation Trust,1379.0,2011-04-17
Milton Keynes Urgent Care Services Cic,1050.0,2011-04-17
Oxford Health NHS Foundation Trust,594.0,2011-04-17
Oxford University Hospitals NHS Trust,2229.0,2011-04-17
Portsmouth Hospitals NHS Trust,2368.0,2011-04-17
Reading NHS Treatment Centre,770.0,2011-04-17
Royal Berkshire NHS Foundation Trust,1892.0,2011-04-17
Solent NHS Trust,1131.0,2011-04-17
St Mary's NHS Treatment Centre,811.0,2011-04-17
University Hospital Southampton NHS Foundation Trust,2069.0,2011-04-17
Winchester And Eastleigh Healthcare NHS Trust,1127.0,2011-04-17
Wycombe GP Health Centre Eac,278.0,2011-04-17
Assura Minerva Llp,555.0,2011-04-17
Bath And North East Somerset PCT,40.0,2011-04-17
Bristol PCT,997.0,2011-04-17
Carfax Health Enterprise,593.0,2011-04-17
Cornwall And Isles Of Scilly PCT,2246.0,2011-04-17
Dorset County Hospital NHS Foundation Trust,718.0,2011-04-17
Dorset PCT,780.0,2011-04-17
Gloucestershire Hospitals NHS Foundation Trust,2138.0,2011-04-17
Gloucestershire PCT,1328.0,2011-04-17
GP Walk In Health Centre Service,197.0,2011-04-17
Great Western Hospitals NHS Foundation Trust,1343.0,2011-04-17
North Bristol NHS Trust,1781.0,2011-04-17
North Somerset PCT,108.0,2011-04-17
Northern Devon Healthcare NHS Trust,2904.0,2011-04-17
Plymouth Hospitals NHS Trust,1678.0,2011-04-17
Plymouth Teaching PCT,356.0,2011-04-17
Poole Hospital NHS Foundation Trust,1109.0,2011-04-17
Royal Cornwall Hospitals NHS Trust,1405.0,2011-04-17
Royal Devon And Exeter NHS Foundation Trust,1894.0,2011-04-17
Royal United Hospital Bath NHS Trust,1276.0,2011-04-17
Salisbury NHS Foundation Trust,791.0,2011-04-17
Somerset PCT,1614.0,2011-04-17
South Devon Healthcare NHS Foundation Trust,1388.0,2011-04-17
Swindon PCT,449.0,2011-04-17
Taunton And Somerset NHS Foundation Trust,1004.0,2011-04-17
The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust,1235.0,2011-04-17
Torbay Care Trust,1036.0,2011-04-17
University Hospitals Bristol NHS Foundation Trust,2196.0,2011-04-17
Weston Area Health NHS Trust,973.0,2011-04-17
Weston GP Healthcare Centre,248.0,2011-04-17
Wiltshire PCT,766.0,2011-04-17
Yeovil District Hospital NHS Foundation Trust,789.0,2011-04-17
City Hospitals Sunderland NHS Foundation Trust,2175.0,2011-04-24
County Durham And Darlington NHS Foundation Trust,4347.0,2011-04-24
Darlington PCT,0.0,2011-04-24
Gateshead Health NHS Foundation Trust,1192.0,2011-04-24
Gateshead PCT,1111.0,2011-04-24
Newcastle City Centre NHS Walk In Centre,336.0,2011-04-24
North Tees And Hartlepool NHS Foundation Trust,1955.0,2011-04-24
Northumbria Healthcare NHS Foundation Trust,3363.0,2011-04-24
South Tees Hospitals NHS Foundation Trust,3233.0,2011-04-24
South Tyneside NHS Foundation Trust,1195.0,2011-04-24
Sunderland Teaching PCT,1673.0,2011-04-24
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,3043.0,2011-04-24
5 Boroughs Partnership NHS Foundation Trust,1500.0,2011-04-24
Aintree University Hospital NHS Foundation Trust,1692.0,2011-04-24
Alder Hey Children's NHS Foundation Trust,1106.0,2011-04-24
Blackpool Teaching Hospitals NHS Foundation Trust,2107.0,2011-04-24
Bolton NHS Foundation Trust,2240.0,2011-04-24
Bolton PCT,925.0,2011-04-24
Bridgewater Community Healthcare NHS Trust,3364.0,2011-04-24
Central Manchester University Hospitals NHS Foundation Trust,3930.0,2011-04-24
Countess Of Chester Hospital NHS Foundation Trust,1287.0,2011-04-24
Cumbria Partnership NHS Foundation Trust,1546.0,2011-04-24
East Cheshire NHS Trust,1178.0,2011-04-24
East Lancashire Hospitals NHS Trust,3919.0,2011-04-24
Lancashire Care NHS Foundation Trust,0.0,2011-04-24
Lancashire Teaching Hospitals NHS Foundation Trust,2455.0,2011-04-24
Liverpool Community Health NHS Trust,3425.0,2011-04-24
Liverpool Heart And Chest NHS Foundation Trust,0.0,2011-04-24
Liverpool Women's NHS Foundation Trust,240.0,2011-04-24
Mid Cheshire Hospitals NHS Foundation Trust,1488.0,2011-04-24
North Cumbria University Hospitals NHS Trust,1487.0,2011-04-24
Oldham PCT,885.0,2011-04-24
Pennine Acute Hospitals NHS Trust,6446.0,2011-04-24
Pennine Care NHS Foundation Trust,1508.0,2011-04-24
Royal Liverpool And Broadgreen University Hospitals NHS Trust,2016.0,2011-04-24
Salford Royal NHS Foundation Trust,2452.0,2011-04-24
Southport And Ormskirk Hospital NHS Trust,1919.0,2011-04-24
St Helens And Knowsley Hospitals NHS Trust,2366.0,2011-04-24
Stockport NHS Foundation Trust,1758.0,2011-04-24
Tameside Hospital NHS Foundation Trust,1628.0,2011-04-24
The Christie NHS Foundation Trust,0.0,2011-04-24
The Walton Centre NHS Foundation Trust,0.0,2011-04-24
Trafford Healthcare NHS Trust,1121.0,2011-04-24
University Hospital Of South Manchester NHS Foundation Trust,2109.0,2011-04-24
University Hospitals Of Morecambe Bay NHS Foundation Trust,1875.0,2011-04-24
Warrington And Halton Hospitals NHS Foundation Trust,2079.0,2011-04-24
West Lancashire Healthcare Partnership Community Cic (Sdgh),339.0,2011-04-24
Western Cheshire PCT,306.0,2011-04-24
Wirral Community NHS Trust,1768.0,2011-04-24
Wirral University Teaching Hospital NHS Foundation Trust,1902.0,2011-04-24
"Wrightington, Wigan And Leigh NHS Foundation Trust",1812.0,2011-04-24
Airedale NHS Foundation Trust,1127.0,2011-04-24
Barnsley Hospital NHS Foundation Trust,1466.0,2011-04-24
Bradford Teaching Hospitals NHS Foundation Trust,3052.0,2011-04-24
Calderdale And Huddersfield NHS Foundation Trust,2838.0,2011-04-24
City Health Care Partnership Cic,304.0,2011-04-24
Doncaster And Bassetlaw Hospitals NHS Foundation Trust,3815.0,2011-04-24
Harrogate And District NHS Foundation Trust,1729.0,2011-04-24
Hull And East Yorkshire Hospitals NHS Trust,2400.0,2011-04-24
Humber NHS Foundation Trust,311.0,2011-04-24
Kirklees PCT,352.0,2011-04-24
Lcd-Leeds-Ooh,738.0,2011-04-24
Leeds Teaching Hospitals NHS Trust,4482.0,2011-04-24
Local Care Direct Ooh,869.0,2011-04-24
Mid Yorkshire Hospitals NHS Trust,4116.0,2011-04-24
North East Lincolnshire Care Trust Plus,112.0,2011-04-24
Northern Lincolnshire And Goole Hospitals NHS Foundation Trust,2690.0,2011-04-24
Rotherham Community Health Centre,889.0,2011-04-24
Scarborough And North East Yorkshire Health Care NHS Trust,1095.0,2011-04-24
Sheffield Children's NHS Foundation Trust,981.0,2011-04-24
Sheffield City GP Hc (Wic),1469.0,2011-04-24
Sheffield Teaching Hospitals NHS Foundation Trust,2714.0,2011-04-24
South West Yorkshire Partnership NHS Foundation Trust,0.0,2011-04-24
The Rotherham NHS Foundation Trust,1465.0,2011-04-24
York Teaching Hospital NHS Foundation Trust,1825.0,2011-04-24
Chesterfield Royal Hospital NHS Foundation Trust,1343.0,2011-04-24
Derby Hospitals NHS Foundation Trust,2274.0,2011-04-24
Derby Open Access Centre,910.0,2011-04-24
Derbyshire Community Health Services NHS Trust,1063.0,2011-04-24
Dr GP Hanlon's Practice,977.0,2011-04-24
Ilkeston Family Practice & Walk In Ctr,573.0,2011-04-24
Kettering General Hospital NHS Foundation Trust,1640.0,2011-04-24
Lakeside Plus Limited,534.0,2011-04-24
Latham House Medical Practice,171.0,2011-04-24
Lincolnshire Community Health Services NHS Trust,1985.0,2011-04-24
Market Harborough Med.Ctr,241.0,2011-04-24
NHS Nottingham 8-8 Health Centre,514.0,2011-04-24
Northampton General Hospital NHS Trust,1841.0,2011-04-24
Nottingham Citycare Partnership,1285.0,2011-04-24
Nottingham University Hospitals NHS Trust,3410.0,2011-04-24
Nottinghamshire Healthcare NHS Trust,336.0,2011-04-24
Oakham Medical Practice,40.0,2011-04-24
Sherwood Forest Hospitals NHS Foundation Trust,2162.0,2011-04-24
United Lincolnshire Hospitals NHS Trust,3452.0,2011-04-24
University Hospitals Of Leicester NHS Trust,4036.0,2011-04-24
Birmingham Children's Hospital NHS Foundation Trust,962.0,2011-04-24
Birmingham Coin,554.0,2011-04-24
Birmingham Community Healthcare NHS Trust,181.0,2011-04-24
Birmingham East And North PCT,1175.0,2011-04-24
Birmingham Women's NHS Foundation Trust,0.0,2011-04-24
Burton Hospitals NHS Foundation Trust,1210.0,2011-04-24
Coventry And Warwickshire Partnership NHS Trust,0.0,2011-04-24
Coventry NHS Healthcare Ctr,1214.0,2011-04-24
Dudley Borough Walk In Centre,1024.0,2011-04-24
George Eliot Hospital NHS Trust,1422.0,2011-04-24
Greet General Practice & Urgent Care Centre,816.0,2011-04-24
Heart Of England NHS Foundation Trust,4758.0,2011-04-24
Malling Health - Telford Wic,269.0,2011-04-24
Malling Health - Wrekin Wic,367.0,2011-04-24
Mid Staffordshire NHS Foundation Trust,1607.0,2011-04-24
North Staffordshire PCT,135.0,2011-04-24
Sandwell And West Birmingham Hospitals NHS Trust,4302.0,2011-04-24
Showell Park Health & Walk In Centre,501.0,2011-04-24
Shrewsbury And Telford Hospital NHS Trust,2140.0,2011-04-24
Shropshire County PCT,532.0,2011-04-24
Shropshire Walk In Health Centre,644.0,2011-04-24
Solihull PCT,937.0,2011-04-24
South Birmingham PCT,859.0,2011-04-24
South Staffordshire PCT,1245.0,2011-04-24
South Warwickshire NHS Foundation Trust,1239.0,2011-04-24
Stoke On Trent PCT,940.0,2011-04-24
Summerfield Urgent Care Centre,818.0,2011-04-24
Telford And Wrekin PCT,56.0,2011-04-24
The Dudley Group NHS Foundation Trust,1916.0,2011-04-24
The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,2011-04-24
The Royal Orthopaedic Hospital NHS Foundation Trust,0.0,2011-04-24
The Royal Wolverhampton Hospitals NHS Trust,2582.0,2011-04-24
University Hospital Of North Staffordshire NHS Trust,2165.0,2011-04-24
University Hospitals Birmingham NHS Foundation Trust,1659.0,2011-04-24
University Hospitals Coventry And Warwickshire NHS Trust,3431.0,2011-04-24
Walsall Healthcare NHS Trust,1641.0,2011-04-24
Walsall Teaching PCT,1108.0,2011-04-24
Worcestershire Acute Hospitals NHS Trust,2836.0,2011-04-24
Worcestershire PCT,858.0,2011-04-24
Wye Valley NHS Trust,1211.0,2011-04-24
Anglian Community Enterprise Community Interest Company (Ace Cic),674.0,2011-04-24
Assura Chelmsford Llp,836.0,2011-04-24
Assura Lea Valley Llp,299.0,2011-04-24
Basildon And Thurrock University Hospitals NHS Foundation Trust,1954.0,2011-04-24
Bedford Hospital NHS Trust,1272.0,2011-04-24
Bedfordshire PCT,467.0,2011-04-24
Cambridge University Hospitals NHS Foundation Trust,1957.0,2011-04-24
Cambridgeshire Community Services NHS Trust,616.0,2011-04-24
Colchester Hospital University NHS Foundation Trust,1502.0,2011-04-24
Crown Health Centre,510.0,2011-04-24
East And North Hertfordshire NHS Trust,2943.0,2011-04-24
Great Yarmouth And Waveney PCT,121.0,2011-04-24
Greyfriars Health Centre,388.0,2011-04-24
Hertfordshire Community NHS Trust,107.0,2011-04-24
Hinchingbrooke Health Care NHS Trust,725.0,2011-04-24
Ipswich Hospital NHS Trust,1247.0,2011-04-24
James Paget University Hospitals NHS Foundation Trust,1359.0,2011-04-24
Luton And Dunstable Hospital NHS Foundation Trust,1257.0,2011-04-24
Luton Out Of Hours & Triage Centre,865.0,2011-04-24
Mid Essex Hospital Services NHS Trust,1355.0,2011-04-24
Norfolk And Norwich University Hospitals NHS Foundation Trust,2054.0,2011-04-24
North Colchester Healthcare Centre,1208.0,2011-04-24
Norwich Practices Ltd (Castle Mall),1541.0,2011-04-24
Peterborough And Stamford Hospitals NHS Foundation Trust,1677.0,2011-04-24
Peterborough PCT,1501.0,2011-04-24
South West Essex PCT,507.0,2011-04-24
Southend University Hospital NHS Foundation Trust,1792.0,2011-04-24
Suffolk PCT,159.0,2011-04-24
The Princess Alexandra Hospital NHS Trust,1590.0,2011-04-24
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1142.0,2011-04-24
The Riverside Clinic,520.0,2011-04-24
West Essex PCT,590.0,2011-04-24
West Hertfordshire Hospitals NHS Trust,2418.0,2011-04-24
West Suffolk NHS Foundation Trust,1130.0,2011-04-24
Barking And Dagenham PCT,662.0,2011-04-24
"Barking, Havering And Redbridge University Hospitals NHS Trust",3533.0,2011-04-24
Barnet And Chase Farm Hospitals NHS Trust,3014.0,2011-04-24
Barnet PCT,2175.0,2011-04-24
Barts And The London NHS Trust,2648.0,2011-04-24
Brent Urgent Care Centre - Central Middlesex Hospital,1053.0,2011-04-24
Bromley PCT,1258.0,2011-04-24
Central London Community Healthcare NHS Trust,1641.0,2011-04-24
Chelsea And Westminster Hospital NHS Foundation Trust,2380.0,2011-04-24
Croydon Health Services NHS Trust,2710.0,2011-04-24
Ealing Hospital NHS Trust,1972.0,2011-04-24
Ealing Mini Ucc,0.0,2011-04-24
East London NHS Foundation Trust,0.0,2011-04-24
Epsom And St Helier University Hospitals NHS Trust,2764.0,2011-04-24
Greenwich Teaching PCT,522.0,2011-04-24
Guy's And St Thomas' NHS Foundation Trust,3191.0,2011-04-24
Harold Wood Walk In Centre,972.0,2011-04-24
Homerton University Hospital NHS Foundation Trust,2239.0,2011-04-24
Hounslow And Richmond Community Healthcare NHS Trust,987.0,2011-04-24
Hurley Group Practice,793.0,2011-04-24
Imperial College Healthcare NHS Trust,5115.0,2011-04-24
King's College Hospital NHS Foundation Trust,2674.0,2011-04-24
Kingston Hospital NHS Trust,2121.0,2011-04-24
Lewisham Healthcare NHS Trust,2216.0,2011-04-24
Moorfields Eye Hospital NHS Foundation Trust,1449.0,2011-04-24
Newham University Hospital NHS Trust,2349.0,2011-04-24
North Middlesex University Hospital NHS Trust,2873.0,2011-04-24
North West London Hospitals NHS Trust,4187.0,2011-04-24
Orchard Village Walk-In-Centre,182.0,2011-04-24
Oxleas NHS Foundation Trust,780.0,2011-04-24
Pelc,1202.0,2011-04-24
Pelc Redbridge Ooh,597.0,2011-04-24
Royal Brompton And Harefield NHS Foundation Trust,0.0,2011-04-24
Royal Free Hampstead NHS Trust,1720.0,2011-04-24
Royal National Orthopaedic Hospital NHS Trust,0.0,2011-04-24
South London Healthcare NHS Trust,3330.0,2011-04-24
St George's Healthcare NHS Trust,3630.0,2011-04-24
The Hillingdon Hospital,631.0,2011-04-24
The Hillingdon Hospitals NHS Foundation Trust,2052.0,2011-04-24
The Practice Heart Of Hounslow,917.0,2011-04-24
The Practice Loxford,388.0,2011-04-24
The Practice Surgeries Ltd,871.0,2011-04-24
The Whittington Hospital NHS Trust,1712.0,2011-04-24
Tollgate Lodge Medical Centre,448.0,2011-04-24
Tower Hamlets PCT,1393.0,2011-04-24
University College London Hospitals NHS Foundation Trust,2027.0,2011-04-24
Victoria Station NHS Walk In Centre,675.0,2011-04-24
Waldron - Hurley Unregistered Practice,705.0,2011-04-24
Waltham Forest PCT,0.0,2011-04-24
West Middlesex University Hospital NHS Trust,2103.0,2011-04-24
Whipps Cross University Hospital NHS Trust,2281.0,2011-04-24
Ashford And St Peter's Hospitals NHS Foundation Trust,1845.0,2011-04-24
Ashford Health Centre,945.0,2011-04-24
Brighton And Sussex University Hospitals NHS Trust,3140.0,2011-04-24
Dartford And Gravesham NHS Trust,1828.0,2011-04-24
Dr Jm Ribchester & Partners,323.0,2011-04-24
East Kent Hospitals University NHS Foundation Trust,4053.0,2011-04-24
East Sussex Healthcare NHS Trust,2959.0,2011-04-24
Frimley Park Hospital NHS Foundation Trust,1908.0,2011-04-24
Kent Community Health NHS Trust,2304.0,2011-04-24
Maidstone And Tunbridge Wells NHS Trust,2387.0,2011-04-24
Medway NHS Foundation Trust,1755.0,2011-04-24
Queen Victoria Hospital NHS Foundation Trust,268.0,2011-04-24
Royal Surrey County Hospital NHS Foundation Trust,1421.0,2011-04-24
Surrey And Sussex Healthcare NHS Trust,1639.0,2011-04-24
Surrey PCT,1522.0,2011-04-24
Sussex Community NHS Trust,1446.0,2011-04-24
Western Sussex Hospitals NHS Trust,2697.0,2011-04-24
Basingstoke And North Hampshire NHS Foundation Trust,869.0,2011-04-24
Berkshire Healthcare NHS Foundation Trust,1184.0,2011-04-24
Buckinghamshire Healthcare NHS Trust,2181.0,2011-04-24
Heatherwood And Wexham Park Hospitals NHS Foundation Trust,2297.0,2011-04-24
Isle Of Wight NHS PCT,1397.0,2011-04-24
Milton Keynes Hospital NHS Foundation Trust,1435.0,2011-04-24
Milton Keynes Urgent Care Services Cic,1118.0,2011-04-24
Oxford Health NHS Foundation Trust,641.0,2011-04-24
